City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,sur,22.5667,59.5289,29.32,72,100,0.3,OM,1690223763
361,port pirie,-33.1833,138.0167,8.28,89,0,2.74,AU,1690223763
362,feijo,-8.1642,-70.3536,35.46,31,3,0.57,BR,1690223764
363,kobe,34.6913,135.183,27.82,82,0,1.38,JP,1690223559
364,villamontes,-21.25,-63.5,17.69,45,100,2.57,BO,1690223764
365,thunder bay,48.4001,-89.3168,22.99,43,40,2.06,CA,1690223475
366,bodo,67.28,14.405,16.54,82,75,2.06,NO,1690223764
367,gaffney,35.0718,-81.6498,31.99,36,0,1.32,US,1690223765
368,galle,6.0367,80.217,26.03,88,97,3.73,LK,1690223765
369,priladozhskiy,59.85,31.4833,14.74,99,54,2.73,RU,1690223765
370,namibe,-15.1961,12.1522,18.38,82,100,3.49,AO,1690223766
371,anderstorp,58.8833,14.2833,16.27,94,90,2.84,SE,1690223766
372,concepcion,-36.827,-73.0498,11.89,82,75,6.17,CL,1690223756
373,lazaro cardenas,17.9583,-102.2,32.3,55,99,0.87,MX,1690223617
374,neya,58.2972,43.8681,14.52,83,100,3.48,RU,1690223766
375,novyy urgal,51.0736,132.5642,17.83,99,100,1.28,RU,1690223535
376,kitimat,54.0524,-128.6534,15.21,58,100,1.44,CA,1690223767
377,puerto baquerizo moreno,-0.9,-89.6,26.55,83,75,5.14,EC,1690223767
378,sao jose da coroa grande,-8.8978,-35.1478,24.88,78,15,4.99,BR,1690223768
379,tucacas,10.7906,-68.3258,29.57,70,26,6.37,VE,1690223768
380,coari,-4.085,-63.1414,35.46,30,1,1.07,BR,1690223768
381,chernyshevskiy,63.0128,112.4714,16.96,75,3,1.92,RU,1690223769
382,tambura,5.6,27.4667,21.01,93,98,1.35,SS,1690223769
383,sao paulo de olivenca,-3.3783,-68.8725,30.6,61,100,0.47,BR,1690223769
384,callao,-12.0667,-77.15,24.16,57,40,5.14,PE,1690223769
385,calabozo,8.9242,-67.4293,29.19,73,49,2.01,VE,1690223770
386,taro,-8.3862,115.28,22.0,93,100,0.78,ID,1690223770
387,ploneour-lanvern,47.9,-4.2833,17.18,77,75,8.23,FR,1690223770
388,ashburton,-37.8626,145.0794,11.33,85,100,1.05,AU,1690223771
389,el granada,37.5027,-122.4694,28.24,74,75,6.17,US,1690223771
390,la'ie,21.6477,-157.9253,26.45,74,50,6.95,US,1690223771
391,marsa alam,25.0757,34.8918,32.45,48,0,2.25,EG,1690223771
392,guiratinga,-16.3494,-53.7583,32.25,21,0,1.98,BR,1690223772
393,haiku-pauwela,20.9219,-156.3051,26.69,74,20,7.72,US,1690223772
394,saint-joseph,-21.3667,55.6167,20.21,83,39,3.15,RE,1690223772
395,marakkanam,12.2,79.95,26.83,77,100,7.79,IN,1690223773
396,rio grande,-32.035,-52.0986,14.06,93,100,7.81,BR,1690223670
397,alofi,-19.0595,-169.9187,21.94,73,75,3.09,NU,1690223773
398,leava,-14.3,-178.1667,26.17,78,99,8.27,WF,1690223773
399,andergrove,-21.0833,149.1833,18.14,86,30,5.95,AU,1690223774
400,mananjary,-21.2167,48.3333,19.99,91,15,3.24,MG,1690223774
401,trinidad,-14.8333,-64.9,32.99,40,20,4.63,BO,1690223774
402,quesnel,52.9999,-122.5029,17.28,72,20,0.0,CA,1690223715
403,penonome,8.5167,-80.3667,31.49,73,100,4.92,PA,1690223586
404,jiamusi,46.8333,130.35,19.93,89,30,5.6,CN,1690223775
405,aripuana,-9.1667,-60.6333,36.16,21,5,1.35,BR,1690223775
406,sungailiat,-1.85,106.1333,25.97,83,76,3.62,ID,1690223775
407,ciudad acuna,29.3232,-100.9522,39.67,34,0,4.12,MX,1690223776
408,nemuro,43.3236,145.575,16.16,95,100,5.62,JP,1690223777
409,usogorsk,63.4106,48.6872,13.97,94,100,1.77,RU,1690223778
410,hithadhoo,-0.6,73.0833,28.38,78,100,6.85,MV,1690223778
411,happy valley-goose bay,53.3168,-60.3315,26.17,57,75,4.63,CA,1690223779
412,mirnyy,62.5353,113.9611,20.13,59,23,4.02,RU,1690223479
413,celestun,20.8667,-90.4,32.46,57,8,3.62,MX,1690223780
414,gargalianoi,37.0667,21.6333,26.34,63,0,1.56,GR,1690223780
415,sumberpucung,-8.1586,112.4829,19.27,94,77,1.33,ID,1690223780
416,marondera,-18.1853,31.5519,11.28,34,0,2.29,ZW,1690223780
417,barra de santo antonio,-9.4047,-35.5072,27.6,80,6,4.48,BR,1690223781
418,igarka,67.4667,86.5833,15.1,72,46,2.16,RU,1690223781
419,tarko-sale,64.9225,77.785,20.66,53,69,2.76,RU,1690223781
420,klaksvik,62.2266,-6.589,8.51,86,99,5.46,FO,1690223782
421,new plymouth,-39.0667,174.0833,12.67,86,24,4.83,NZ,1690223782
422,sinfra,6.6167,-5.9167,22.98,97,100,0.89,CI,1690223782
423,salinas,36.6777,-121.6555,28.89,69,0,3.09,US,1690223762
424,stephenville,32.2207,-98.2023,39.02,21,0,0.89,US,1690223783
425,kalmunai,7.4167,81.8167,27.62,78,100,1.46,LK,1690223783
426,minas de marcona,-15.2119,-75.1103,17.9,57,0,6.05,PE,1690223680
427,praia da vitoria,38.7333,-27.0667,25.14,78,40,5.51,PT,1690223784
428,lorengau,-2.0226,147.2712,24.75,91,100,2.24,PG,1690223784
429,rocha,-34.4833,-54.3333,7.76,93,100,2.98,UY,1690223784
430,les sables-d'olonne,46.6667,-1.8333,19.44,81,92,7.38,FR,1690223784
431,tuy hoa,13.0833,109.3,25.02,92,100,2.37,VN,1690223785
432,keflavik,64.0049,-22.5624,12.95,87,100,3.6,IS,1690223785
433,saint croix,17.7397,-64.7388,32.25,58,40,8.75,VI,1690223785
434,abatskoye,56.2875,70.4555,14.38,94,25,3.04,RU,1690223785
435,tari,12.4086,4.4914,30.39,55,44,2.31,NG,1690223786
436,kununurra,-15.7667,128.7333,15.99,41,6,2.57,AU,1690223563
437,monticello,45.3055,-93.7941,31.1,49,40,0.0,US,1690223344
438,aspen,39.1911,-106.8175,30.04,20,0,1.54,US,1690223728
439,springfield,37.2153,-93.2982,26.77,60,93,5.11,US,1690223327
440,castillos,-34.1667,-53.8333,7.73,94,100,1.99,UY,1690223787
441,chernyshevsk,52.5243,117.0174,15.22,85,86,0.53,RU,1690223787
442,sao gabriel da cachoeira,-0.1303,-67.0892,28.89,89,75,2.57,BR,1690223787
443,roses,42.262,3.1769,28.35,57,0,10.28,ES,1690223788
444,marica,-22.9194,-42.8186,28.97,73,0,3.4,BR,1690223788
445,islamkot,24.6997,70.177,29.23,79,100,6.47,PK,1690223788
446,toliara,-23.35,43.6667,19.24,77,6,2.05,MG,1690223788
447,mahdia,35.5047,11.0622,43.97,36,0,6.31,TN,1690223789
448,nizhnesortymskiy,62.4397,71.7603,17.74,80,100,2.54,RU,1690223789
449,huarmey,-10.0681,-78.1522,23.68,66,0,5.47,PE,1690223789
450,shanhaiguan,39.9988,119.7564,22.78,93,28,1.41,CN,1690223789
451,touros,-5.1989,-35.4608,27.58,66,31,8.26,BR,1690223790
452,martapura,-3.4167,114.85,22.05,100,92,0.51,ID,1690223790
453,armacao de buzios,-22.7469,-41.8817,29.03,77,0,8.53,BR,1690223790
454,loiza,18.4313,-65.8802,33.68,76,40,8.23,PR,1690223791
455,katsuura,35.1333,140.3,24.54,90,19,3.09,JP,1690223791
456,murudeshwara,14.0943,74.4845,26.66,84,100,5.16,IN,1690223791
457,taiyuan,37.8694,112.5603,23.92,50,0,1.0,CN,1690223792
458,north bend,43.4065,-124.2243,24.95,64,0,4.12,US,1690223792
459,new norfolk,-42.7826,147.0587,8.72,88,96,1.82,AU,1690223792
460,verdal,63.7933,11.4817,20.02,71,100,1.95,NO,1690223793
461,dudinka,69.4058,86.1778,13.68,72,40,3.77,RU,1690223793
462,novobelokatay,55.7062,58.9549,15.19,82,98,1.91,RU,1690223793
463,proszowice,50.1927,20.2891,21.65,94,96,5.33,PL,1690223793
464,port-gentil,-0.7193,8.7815,23.98,88,75,4.12,GA,1690223794
465,khash,28.2211,61.2158,26.88,19,100,1.1,IR,1690223794
466,nova vicosa,-17.8919,-39.3719,23.29,77,13,4.41,BR,1690223794
467,albertina,-22.2008,-46.6158,24.94,31,15,1.45,BR,1690223794
468,chabahar,25.2919,60.643,29.82,74,100,2.22,IR,1690223794
469,shimoda,34.6667,138.95,23.95,87,5,3.13,JP,1690223795
470,sosnovka,56.255,51.2842,13.93,96,9,1.49,RU,1690223795
471,buzoesti,44.5833,24.9167,25.15,38,5,1.71,RO,1690223795
472,priargunsk,50.3691,119.1012,17.88,73,100,1.23,RU,1690223795
473,tura,25.5198,90.2201,23.86,95,100,2.17,IN,1690223796
474,guiuan,11.0333,125.7247,28.74,78,100,11.56,PH,1690223796
475,puerto la cruz,10.2167,-64.6167,27.19,76,100,3.81,VE,1690223796
476,freetown,8.484,-13.2299,28.84,74,75,3.6,SL,1690223796
477,las trojes,14.0667,-85.9833,28.54,48,65,4.21,HN,1690223796
478,mihai viteazu,46.5333,23.75,26.87,64,86,2.09,RO,1690223797
479,jertih,5.7336,102.4897,24.7,92,98,1.24,MY,1690223797
480,korla,41.7597,86.1469,28.67,32,100,5.42,CN,1690223797
481,hinton,53.4001,-117.5857,22.59,62,100,1.84,CA,1690223798
482,ville platte,30.688,-92.2715,34.38,35,0,2.44,US,1690223798
483,guerrero negro,27.9769,-114.0611,25.74,51,99,6.28,MX,1690223751
484,sisimiut,66.9395,-53.6735,9.21,75,55,5.96,GL,1690223798
485,ola,59.5833,151.2833,13.45,69,2,1.5,RU,1690223798
486,ringkobing,56.0901,8.244,14.45,84,100,6.82,DK,1690223799
487,groningen,53.25,6.75,16.7,81,100,1.34,NL,1690223563
488,suoyarvi,62.0833,32.35,11.09,98,100,2.07,RU,1690223800
489,newman,37.3138,-121.0208,32.25,14,84,0.9,US,1690223301
490,jining,35.405,116.5814,27.69,73,100,1.22,CN,1690223800
491,qarauyl,48.9451,79.255,21.04,50,18,3.53,KZ,1690223801
492,howard springs,-12.497,131.047,16.95,46,7,3.54,AU,1690223801
493,pangody,65.85,74.4859,18.19,82,15,3.18,RU,1690223547
494,tsiroanomandidy,-18.7667,46.0333,19.2,55,65,0.78,MG,1690223802
495,yelizovo,53.1873,158.3805,11.08,100,0,2.0,RU,1690223803
496,askoy,60.4092,5.226,17.08,44,75,1.54,NO,1690223803
497,russkiy kameshkir,52.8589,46.0892,16.17,82,99,2.09,RU,1690223803
498,puerto deseado,-47.7503,-65.8938,4.94,67,100,9.47,AR,1690223803
499,cidreira,-30.1811,-50.2056,17.24,95,100,4.43,BR,1690223804
500,zeya,53.75,127.2667,16.64,96,100,2.72,RU,1690223596
501,suez,29.9737,32.5263,31.67,32,0,4.87,EG,1690223804
502,negombo,7.2083,79.8358,28.03,83,20,4.63,LK,1690223539
503,malabar,-33.9667,151.25,10.99,81,2,2.57,AU,1690223805
504,san martin,-33.081,-68.4681,14.3,33,0,3.91,AR,1690223805
505,atherton,53.5237,-2.4935,17.08,63,100,1.34,GB,1690223779
506,eforie sud,44.0229,28.6494,25.45,75,0,8.45,RO,1690223805
507,kaa-khem,51.6833,94.7333,16.1,60,99,1.97,RU,1690223806
508,kupang,-10.1667,123.5833,22.55,73,35,7.15,ID,1690223806
509,port macquarie,-31.4333,152.9167,8.27,92,17,4.04,AU,1690223806
510,edwards,39.645,-106.5942,32.84,23,79,0.89,US,1690223581
511,benghazi,32.1167,20.0667,29.68,68,0,5.27,LY,1690223807
512,san luis de la loma,17.2706,-100.8939,31.51,58,100,3.59,MX,1690223807
513,kudahuvadhoo,2.6708,72.8944,28.25,79,47,5.0,MV,1690223807
514,vuktyl,63.8567,57.3094,17.12,63,100,1.73,RU,1690223807
515,niwai,26.35,75.9167,31.37,60,36,1.91,IN,1690223808
516,balboa,2.0396,-77.2168,27.62,36,71,1.68,CO,1690223808
517,al kharijah,25.4514,30.5464,34.35,14,5,4.22,EG,1690223808
518,bel ombre,-4.6167,55.4167,25.91,83,40,6.69,SC,1690223808
519,omdurman,15.6445,32.4777,33.38,37,100,9.82,SD,1690223749
520,aketi,2.7388,23.7833,23.03,92,96,1.02,CD,1690223809
521,almirante,9.3,-82.4,26.63,84,100,3.58,PA,1690223809
522,verkhnevilyuysk,63.4453,120.3167,16.85,94,75,2.72,RU,1690223809
523,polyarnyy,69.1989,33.4478,9.43,96,100,5.85,RU,1690223809
524,primorskiy,43.0983,131.5875,19.69,99,100,0.44,RU,1690223810
525,revda,56.801,59.9303,12.84,95,33,1.86,RU,1690223810
526,pacific grove,36.6177,-121.9166,24.34,84,40,5.36,US,1690223810
527,novodvinsk,64.4165,40.8122,11.91,96,31,2.19,RU,1690223810
528,uray,60.1247,64.7758,13.76,91,65,1.97,RU,1690223811
529,dubbo,-32.25,148.6167,4.07,87,0,6.17,AU,1690223811
530,vernon,50.2581,-119.2691,30.52,26,100,1.03,CA,1690223659
531,laojunmiao,39.8333,97.7333,23.9,18,70,3.88,CN,1690223811
532,adh dhayd,25.2881,55.8816,35.44,49,100,3.25,AE,1690223811
533,aginskoye,51.1,114.53,16.17,79,100,0.99,RU,1690223812
534,sabang,5.8933,95.3214,28.41,74,100,9.66,ID,1690223812
535,mpika,-11.8343,31.4529,15.14,53,0,1.56,ZM,1690223812
536,labrador city,52.9463,-66.9114,24.95,36,40,4.63,CA,1690223602
537,island harbour,50.724,-1.2758,17.21,83,95,4.64,GB,1690223812
538,nassau,40.7507,-73.5829,31.48,61,0,5.14,US,1690223813
539,beya,53.0533,90.9139,13.04,88,100,2.67,RU,1690223813
540,maceio,-9.6658,-35.7353,27.69,65,40,6.17,BR,1690223634
541,freeport,40.6576,-73.5832,31.66,63,0,6.69,US,1690223631
542,shaowu,27.3409,117.4831,24.04,96,99,0.85,CN,1690223814
543,punta alta,-38.8759,-62.0736,10.04,54,92,2.54,AR,1690223535
544,le teich,44.6318,-1.0216,22.27,82,75,6.17,FR,1690223814
545,sinan,34.8262,126.1086,25.06,94,100,4.65,KR,1690223814
546,copiapo,-27.3667,-70.3333,15.83,32,63,2.84,CL,1690223755
547,oranjemund,-28.55,16.4333,12.45,77,100,7.86,NA,1690223815
548,rio novo,-21.4575,-43.1253,25.85,49,4,2.94,BR,1690223815
549,paphos,34.7667,32.4167,32.88,27,0,3.6,CY,1690223815
550,bani walid,31.7566,13.9942,33.71,20,0,6.21,LY,1690223815
551,chibougamau,49.9168,-74.3659,16.79,82,100,3.53,CA,1690223816
552,pergamino,-33.89,-60.5736,12.32,64,99,4.89,AR,1690223816
553,beaver dam,43.4578,-88.8373,29.29,48,0,2.06,US,1690223736
554,jiwani,25.05,61.7417,29.53,84,100,1.12,PK,1690223816
555,viet tri,21.3019,105.4308,28.97,87,100,2.07,VN,1690223748
556,ghat,24.9647,10.1728,34.74,9,5,5.2,LY,1690223817
557,chimoio,-19.1164,33.4833,16.85,67,0,0.18,MZ,1690223817
558,bikenibeu village,1.3673,173.1241,24.98,100,40,0.0,KI,1690223817
559,neyshabur,36.2133,58.7958,27.71,20,0,3.76,IR,1690223817
560,port hedland,-20.3167,118.5667,12.03,43,0,3.6,AU,1690223818
561,aklera,24.4167,76.5667,28.08,80,91,3.54,IN,1690223818
562,shinas,24.7433,56.4658,30.14,80,100,5.96,OM,1690223818
563,chui,-33.6971,-53.4616,9.57,93,100,5.14,UY,1690223792
564,rehoboth,-23.3167,17.0833,17.76,25,33,4.46,NA,1690223818
565,tughyl,47.7252,84.2063,21.5,41,9,2.25,KZ,1690223819
566,mil'kovo,55.6078,37.7956,16.27,95,100,1.47,RU,1690223819
567,el calafate,-50.3408,-72.2768,-4.83,82,100,0.45,AR,1690223819
568,karratha,-20.7377,116.8463,15.96,54,0,6.17,AU,1690223819
569,kalimpong,27.0667,88.4833,21.67,87,100,1.83,IN,1690223820
570,nikolayevsk-on-amure,53.1406,140.73,16.63,77,89,1.39,RU,1690223726
